2018-03-14 22:10:49 INFO  TestBase:37 - Creating object of firefox
2018-03-15 22:29:50 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:29:50 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:29:51 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:29:51 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:29:51 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:29:51 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:29:53 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:29:53 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:29:53 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:29:55 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:29:55 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:29:55 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:29:55 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:29:57 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:29:57 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:29:57 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:29:58 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:29:58 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:29:58 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:29:58 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:29:59 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:00 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:00 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:01 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:01 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:01 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:01 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:02 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:03 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:03 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:03 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:03 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:03 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:03 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:04 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:05 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:05 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:06 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:06 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:06 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:06 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:07 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:07 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:07 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:08 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:08 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:08 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:08 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:09 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:09 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:09 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:10 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:10 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:10 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:10 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:11 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:11 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:11 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:12 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:12 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:12 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:12 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:30:14 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:30:14 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: //*[@id='email']]
2018-03-15 22:30:14 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:30:15 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (3e90a892-40a9-b04b-ae07-1ab689b133de)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:30:15 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:30:15 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:21 INFO  ExcelReader:57 - LAST CELL # : 3 , LAST ROW # : 11
2018-03-15 22:32:21 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:23 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:23 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:23 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:24 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:24 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:24 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:24 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:25 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:25 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:25 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:26 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:26 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:26 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:26 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:27 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:27 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:27 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:28 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:28 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:28 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:28 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:29 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:29 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:29 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:30 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:30 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:30 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:30 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:31 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:31 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:31 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:32 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:32 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:32 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:32 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:33 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:33 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:33 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:34 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:34 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:34 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:34 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:35 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:35 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:35 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:36 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:36 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:36 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:36 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:37 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:37 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:38 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:38 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:38 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:38 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:38 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:39 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:40 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:40 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:40 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:41 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:41 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:41 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:42 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:42 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:42 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:42 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:43 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:43 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:43 INFO  TC001_VerifyLoginWithInvalidCredentials:33 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:44 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:32:44 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: //*[@id='email']]
2018-03-15 22:32:44 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:32:45 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (d69e693a-672d-c74c-a473-6c29225bbda0)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:32:45 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:32:45 INFO  TC001_VerifyLoginWithInvalidCredentials:37 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:32:45 INFO  TC001_VerifyLoginWithInvalidCredentials:45 - Closing browser ======
2018-03-15 22:33:38 INFO  TC001_VerifyLoginWithInvalidCredentials:45 - Closing browser ======
2018-03-15 22:34:11 INFO  TC001_VerifyLoginWithInvalidCredentials:45 - Closing browser ======
2018-03-15 22:34:59 INFO  TC001_VerifyLoginWithInvalidCredentials:45 - Closing browser ======
2018-03-15 22:41:21 INFO  ExcelReader:57 - LAST CELL # : 3 , LAST ROW # : 11
2018-03-15 22:44:29 INFO  ExcelReader:57 - LAST CELL # : 3 , LAST ROW # : 11
2018-03-15 22:44:29 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:31 INFO  HomePage:56 - Clicked on sign in and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='header']/div[2]/div/div/nav/div[1]/a]
2018-03-15 22:44:31 INFO  HomePage:58 - Entered the email address:-automation@gmail.com and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: //*[@id='email']]
2018-03-15 22:44:31 INFO  HomePage:60 - Entered a password:-password and object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='passwd']]
2018-03-15 22:44:32 INFO  HomePage:62 - Clicked on submit button and the object is:-[[FirefoxDriver: firefox on MAC (23174b51-5b91-b349-9ace-b9585e93058e)] -> xpath: .//*[@id='SubmitLogin']]
2018-03-15 22:44:32 INFO  HomePage:66 - Error message is:-Authentication failed.
2018-03-15 22:44:32 INFO  TC001_VerifyLoginWithInvalidCredentials:38 - =========== Finished TC001_VerifyLoginWithInvalidCredentials ========
2018-03-15 22:44:32 INFO  TC001_VerifyLoginWithInvalidCredentials:34 - =========== Starting TC001_VerifyLoginWithInvalidCredentials ========
